SeriesID,RegionCode,2019,State,Region
MHICILBVA51036A052NCEN,51036,50437,VA,Charles City County
MHICILBSD46023A052NCEN,46023,47562,SD,Charles Mix County
MHICILBSC45019A052NCEN,45019,68652,SC,Charleston County
MHICILBMI26029A052NCEN,26029,54722,MI,Charlevoix County
MHICILBVA51037A052NCEN,51037,37820,VA,Charlotte County
MHICILBFL12015A052NCEN,12015,50998,FL,Charlotte County
MHICILBVA51540A052NCEN,51540,53053,VA,Charlottesville City
MHICILBGA13049A052NCEN,13049,38002,GA,Charlton County
MHICILBNE31029A052NCEN,31029,51060,NE,Chase County
MHICILBKS20017A052NCEN,20017,45070,KS,Chase County
MHICILBNC37037A052NCEN,37037,64704,NC,Chatham County
MHICILBGA13051A052NCEN,13051,53890,GA,Chatham County
MHICILBGA13053A052NCEN,13053,40486,GA,Chattahoochee County
MHICILBGA13055A052NCEN,13055,37028,GA,Chattooga County
MHICILBNY36013A052NCEN,36013,47695,NY,Chautauqua County
MHICILBKS20019A052NCEN,20019,38643,KS,Chautauqua County
MHICILBNM35005A052NCEN,35005,39827,NM,Chaves County
MHICILBTN47021A052NCEN,47021,59113,TN,Cheatham County
MHICILBMI26031A052NCEN,26031,44082,MI,Cheboygan County
MHICILBWA53007A052NCEN,53007,55758,WA,Chelan County
MHICILBNY36015A052NCEN,36015,54468,NY,Chemung County
MHICILBNY36017A052NCEN,36017,48600,NY,Chenango County
MHICILBSC45021A052NCEN,45021,42554,SC,Cherokee County
MHICILBTX48073A052NCEN,48073,41737,TX,Cherokee County
MHICILBIA19035A052NCEN,19035,53063,IA,Cherokee County
MHICILBNC37039A052NCEN,37039,38316,NC,Cherokee County
MHICILBOK40021A052NCEN,40021,41888,OK,Cherokee County
MHICILBKS20021A052NCEN,20021,42895,KS,Cherokee County
MHICILBGA13057A052NCEN,13057,81834,GA,Cherokee County
MHICILBAL01019A052NCEN,1019,40775,AL,Cherokee County
MHICILBNE31031A052NCEN,31031,44818,NE,Cherry County
MHICILBVA51550A052NCEN,51550,72663,VA,Chesapeake City
MHICILBNH33005A052NCEN,33005,60233,NH,Cheshire County
MHICILBPA42029A052NCEN,42029,98601,PA,Chester County
MHICILBTN47023A052NCEN,47023,45323,TN,Chester County
MHICILBSC45023A052NCEN,45023,41532,SC,Chester County
MHICILBVA51041A052NCEN,51041,78393,VA,Chesterfield County
MHICILBSC45025A052NCEN,45025,38377,SC,Chesterfield County
MHICILBNE31033A052NCEN,31033,49775,NE,Cheyenne County
MHICILBCO08017A052NCEN,8017,46844,CO,Cheyenne County
MHICILBKS20023A052NCEN,20023,41621,KS,Cheyenne County
MHICILBIA19037A052NCEN,19037,54663,IA,Chickasaw County
MHICILBMS28017A052NCEN,28017,33370,MS,Chickasaw County
MHICILBAR05017A052NCEN,5017,33441,AR,Chicot County
MHICILBTX48075A052NCEN,48075,38677,TX,Childress County
MHICILBAL01021A052NCEN,1021,45179,AL,Chilton County
MHICILBMI26033A052NCEN,26033,45883,MI,Chippewa County
MHICILBWI55017A052NCEN,55017,56607,WI,Chippewa County
MHICILBMN27023A052NCEN,27023,49691,MN,Chippewa County
MHICILBMN27025A052NCEN,27025,79815,MN,Chisago County
MHICILBVT50007A052NCEN,50007,73447,VT,Chittenden County
MHICILBMS28019A052NCEN,28019,36256,MS,Choctaw County
MHICILBOK40023A052NCEN,40023,33441,OK,Choctaw County
MHICILBAL01023A052NCEN,1023,35765,AL,Choctaw County
MHICILBMT30015A052NCEN,30015,42589,MT,Chouteau County
MHICILBNC37041A052NCEN,37041,41840,NC,Chowan County
MHICILBMO29043A052NCEN,29043,58770,MO,Christian County
MHICILBIL17021A052NCEN,17021,47149,IL,Christian County
MHICILBKY21047A052NCEN,21047,42310,KY,Christian County
MHICILBNV32001A052NCEN,32001,49868,NV,Churchill County
MHICILBNM35006A052NCEN,35006,35629,NM,Cibola County
MHICILBOK40025A052NCEN,40025,42221,OK,Cimarron County
MHICILBFL12017A052NCEN,12017,46886,FL,Citrus County
MHICILBOR41005A052NCEN,41005,76535,OR,Clackamas County
MHICILBMS28021A052NCEN,28021,27838,MS,Claiborne County
MHICILBTN47025A052NCEN,47025,35874,TN,Claiborne County
MHICILBLA22027A052NCEN,22027,32186,LA,Claiborne Parish
MHICILBWA53009A052NCEN,53009,53640,WA,Clallam County
MHICILBMI26035A052NCEN,26035,39887,MI,Clare County
MHICILBSC45027A052NCEN,45027,35896,SC,Clarendon County
MHICILBPA42031A052NCEN,42031,45499,PA,Clarion County
MHICILBWA53011A052NCEN,53011,78199,WA,Clark County
MHICILBIL17023A052NCEN,17023,52427,IL,Clark County
MHICILBMO29045A052NCEN,29045,40486,MO,Clark County
MHICILBKS20025A052NCEN,20025,52616,KS,Clark County
MHICILBNV32003A052NCEN,32003,61245,NV,Clark County
MHICILBWI55019A052NCEN,55019,50753,WI,Clark County
MHICILBKY21049A052NCEN,21049,50559,KY,Clark County
MHICILBSD46025A052NCEN,46025,49537,SD,Clark County
MHICILBID16033A052NCEN,16033,42927,ID,Clark County
MHICILBOH39023A052NCEN,39023,47986,OH,Clark County
MHICILBAR05019A052NCEN,5019,38974,AR,Clark County
MHICILBIN18019A052NCEN,18019,55442,IN,Clark County
MHICILBMS28023A052NCEN,28023,38097,MS,Clarke County
MHICILBIA19039A052NCEN,19039,52300,IA,Clarke County
MHICILBAL01025A052NCEN,1025,38855,AL,Clarke County
MHICILBVA51043A052NCEN,51043,75384,VA,Clarke County
MHICILBGA13059A052NCEN,13059,38048,GA,Clarke County
MHICILBOR41007A052NCEN,41007,55117,OR,Clatsop County
MHICILBKS20027A052NCEN,20027,46430,KS,Clay County
MHICILBTX48077A052NCEN,48077,54429,TX,Clay County
MHICILBAR05021A052NCEN,5021,36568,AR,Clay County
MHICILBAL01027A052NCEN,1027,36713,AL,Clay County
MHICILBMO29047A052NCEN,29047,67801,MO,Clay County
MHICILBNC37043A052NCEN,37043,41674,NC,Clay County
MHICILBMS28025A052NCEN,28025,29987,MS,Clay County
MHICILBMN27027A052NCEN,27027,60005,MN,Clay County
MHICILBNE31035A052NCEN,31035,59467,NE,Clay County
MHICILBWV54015A052NCEN,54015,38397,WV,Clay County
MHICILBSD46027A052NCEN,46027,45544,SD,Clay County
MHICILBTN47027A052NCEN,47027,32271,TN,Clay County
MHICILBIA19041A052NCEN,19041,50499,IA,Clay County
MHICILBFL12019A052NCEN,12019,72225,FL,Clay County
MHICILBIN18021A052NCEN,18021,48653,IN,Clay County
MHICILBGA13061A052NCEN,13061,22281,GA,Clay County
MHICILBKY21051A052NCEN,21051,26689,KY,Clay County
MHICILBIL17025A052NCEN,17025,45448,IL,Clay County
MHICILBIA19043A052NCEN,19043,49394,IA,Clayton County
MHICILBGA13063A052NCEN,13063,49035,GA,Clayton County
MHICILBCO08019A052NCEN,8019,71070,CO,Clear Creek County
MHICILBPA42033A052NCEN,42033,43605,PA,Clearfield County
MHICILBMN27029A052NCEN,27029,49416,MN,Clearwater County
MHICILBID16035A052NCEN,16035,44376,ID,Clearwater County
MHICILBAL01029A052NCEN,1029,45401,AL,Cleburne County
MHICILBAR05023A052NCEN,5023,41693,AR,Cleburne County
MHICILBOH39025A052NCEN,39025,65030,OH,Clermont County
MHICILBAR05025A052NCEN,5025,47914,AR,Cleveland County
MHICILBOK40027A052NCEN,40027,61675,OK,Cleveland County
MHICILBNC37045A052NCEN,37045,42877,NC,Cleveland County
MHICILBGA13065A052NCEN,13065,38487,GA,Clinch County
MHICILBKY21053A052NCEN,21053,30305,KY,Clinton County
MHICILBIA19045A052NCEN,19045,50972,IA,Clinton County
MHICILBPA42035A052NCEN,42035,46919,PA,Clinton County
MHICILBMI26037A052NCEN,26037,66794,MI,Clinton County
MHICILBNY36019A052NCEN,36019,55085,NY,Clinton County
MHICILBMO29049A052NCEN,29049,59226,MO,Clinton County
MHICILBIN18023A052NCEN,18023,51190,IN,Clinton County
MHICILBIL17027A052NCEN,17027,61294,IL,Clinton County
MHICILBOH39027A052NCEN,39027,49533,OH,Clinton County
MHICILBKS20029A052NCEN,20029,41096,KS,Cloud County
MHICILBMS28027A052NCEN,28027,26682,MS,Coahoma County
MHICILBOK40029A052NCEN,40029,37533,OK,Coal County
MHICILBGA13067A052NCEN,13067,76894,GA,Cobb County
MHICILBAZ04003A052NCEN,4003,45998,AZ,Cochise County
MHICILBTX48079A052NCEN,48079,38447,TX,Cochran County
MHICILBTN47029A052NCEN,47029,36652,TN,Cocke County
MHICILBAZ04005A052NCEN,4005,53914,AZ,Coconino County
MHICILBSD46029A052NCEN,46029,57534,SD,Codington County
MHICILBAL01031A052NCEN,1031,52523,AL,Coffee County
MHICILBGA13069A052NCEN,13069,37633,GA,Coffee County
MHICILBTN47031A052NCEN,47031,50776,TN,Coffee County
MHICILBKS20031A052NCEN,20031,55491,KS,Coffey County
MHICILBTX48081A052NCEN,48081,42535,TX,Coke County
MHICILBAL01033A052NCEN,1033,42507,AL,Colbert County
MHICILBMO29051A052NCEN,29051,58212,MO,Cole County
MHICILBTX48083A052NCEN,48083,40912,TX,Coleman County
MHICILBIL17029A052NCEN,17029,45826,IL,Coles County
MHICILBNE31037A052NCEN,31037,55519,NE,Colfax County
MHICILBNM35007A052NCEN,35007,37783,NM,Colfax County
MHICILBSC45029A052NCEN,45029,36544,SC,Colleton County
MHICILBFL12021A052NCEN,12021,72872,FL,Collier County
MHICILBTX48085A052NCEN,48085,93792,TX,Collin County
MHICILBTX48087A052NCEN,48087,35318,TX,Collingsworth County
MHICILBVA51570A052NCEN,51570,50837,VA,Colonial Heights City
MHICILBTX48089A052NCEN,48089,53121,TX,Colorado County
MHICILBGA13071A052NCEN,13071,37426,GA,Colquitt County
MHICILBPA42037A052NCEN,42037,49832,PA,Columbia County
MHICILBOR41009A052NCEN,41009,65315,OR,Columbia County
MHICILBWI55021A052NCEN,55021,65308,WI,Columbia County
MHICILBAR05027A052NCEN,5027,38007,AR,Columbia County
MHICILBNY36021A052NCEN,36021,66921,NY,Columbia County
MHICILBFL12023A052NCEN,12023,42788,FL,Columbia County
MHICILBGA13073A052NCEN,13073,82963,GA,Columbia County
MHICILBWA53013A052NCEN,53013,50043,WA,Columbia County
MHICILBOH39029A052NCEN,39029,49520,OH,Columbiana County
MHICILBNC37047A052NCEN,37047,35098,NC,Columbus County
MHICILBCA06011A052NCEN,6011,52756,CA,Colusa County
MHICILBTX48091A052NCEN,48091,83030,TX,Comal County
MHICILBOK40031A052NCEN,40031,48102,OK,Comanche County
MHICILBKS20033A052NCEN,20033,41967,KS,Comanche County
MHICILBTX48093A052NCEN,48093,50891,TX,Comanche County
MHICILBTX48095A052NCEN,48095,38092,TX,Concho County
MHICILBLA22029A052NCEN,22029,32061,LA,Concordia Parish
MHICILBAL01035A052NCEN,1035,38793,AL,Conecuh County
MHICILBCO08021A052NCEN,8021,36350,CO,Conejos County
MHICILBCA06013A052NCEN,6013,103354,CA,Contra Costa County
MHICILBWY56009A052NCEN,56009,63958,WY,Converse County
MHICILBAR05029A052NCEN,5029,42816,AR,Conway County
MHICILBMN27031A052NCEN,27031,52246,MN,Cook County
MHICILBGA13075A052NCEN,13075,36049,GA,Cook County
MHICILBIL17031A052NCEN,17031,68331,IL,Cook County
MHICILBTX48097A052NCEN,48097,55388,TX,Cooke County
MHICILBMO29053A052NCEN,29053,51808,MO,Cooper County
MHICILBOR41011A052NCEN,41011,45884,OR,Coos County
MHICILBNH33007A052NCEN,33007,44836,NH,Coos County
MHICILBAL01037A052NCEN,1037,37473,AL,Coosa County
MHICILBMS28029A052NCEN,28029,38138,MS,Copiah County
MHICILBSD46031A052NCEN,46031,30025,SD,Corson County
MHICILBNY36023A052NCEN,36023,50665,NY,Cortland County
MHICILBTX48099A052NCEN,48099,50633,TX,Coryell County
MHICILBOH39031A052NCEN,39031,45524,OH,Coshocton County
MHICILBCO08023A052NCEN,8023,30973,CO,Costilla County
MHICILBTX48101A052NCEN,48101,35469,TX,Cottle County
MHICILBOK40033A052NCEN,40033,41225,OK,Cotton County
MHICILBMN27033A052NCEN,27033,48069,MN,Cottonwood County
MHICILBAL01039A052NCEN,1039,41943,AL,Covington County
MHICILBMS28031A052NCEN,28031,37358,MS,Covington County
MHICILBVA51580A052NCEN,51580,36823,VA,Covington City
MHICILBGA13077A052NCEN,13077,73526,GA,Coweta County
MHICILBKS20035A052NCEN,20035,47213,KS,Cowley County
MHICILBWA53015A052NCEN,53015,53107,WA,Cowlitz County
MHICILBVA51045A052NCEN,51045,47029,VA,Craig County
MHICILBOK40035A052NCEN,40035,39047,OK,Craig County
MHICILBAR05031A052NCEN,5031,43848,AR,Craighead County
MHICILBTX48103A052NCEN,48103,60156,TX,Crane County
MHICILBNC37049A052NCEN,37049,48716,NC,Craven County
MHICILBIA19047A052NCEN,19047,52047,IA,Crawford County
MHICILBOH39033A052NCEN,39033,45296,OH,Crawford County
MHICILBIN18025A052NCEN,18025,39228,IN,Crawford County
MHICILBIL17033A052NCEN,17033,45573,IL,Crawford County
MHICILBMI26039A052NCEN,26039,44618,MI,Crawford County
MHICILBGA13079A052NCEN,13079,44330,GA,Crawford County
MHICILBAR05033A052NCEN,5033,41015,AR,Crawford County
MHICILBWI55023A052NCEN,55023,46919,WI,Crawford County
MHICILBMO29055A052NCEN,29055,45467,MO,Crawford County
MHICILBKS20037A052NCEN,20037,38264,KS,Crawford County
MHICILBPA42039A052NCEN,42039,46482,PA,Crawford County
MHICILBOK40037A052NCEN,40037,50595,OK,Creek County
MHICILBAL01041A052NCEN,1041,39763,AL,Crenshaw County
MHICILBGA13081A052NCEN,13081,36668,GA,Crisp County
MHICILBAR05035A052NCEN,5035,37800,AR,Crittenden County
MHICILBKY21055A052NCEN,21055,39340,KY,Crittenden County
MHICILBTN47033A052NCEN,47033,40441,TN,Crockett County
MHICILBTX48105A052NCEN,48105,47702,TX,Crockett County
MHICILBOR41013A052NCEN,41013,52414,OR,Crook County
MHICILBWY56011A052NCEN,56011,58325,WY,Crook County
MHICILBTX48107A052NCEN,48107,34894,TX,Crosby County
MHICILBAR05037A052NCEN,5037,40492,AR,Cross County
MHICILBMN27035A052NCEN,27035,57615,MN,Crow Wing County
MHICILBCO08025A052NCEN,8025,34052,CO,Crowley County
MHICILBTX48109A052NCEN,48109,38999,TX,Culberson County
MHICILBAL01043A052NCEN,1043,47863,AL,Cullman County
MHICILBVA51047A052NCEN,51047,74930,VA,Culpeper County
MHICILBVA51049A052NCEN,51049,47916,VA,Cumberland County
MHICILBTN47035A052NCEN,47035,45913,TN,Cumberland County
MHICILBIL17035A052NCEN,17035,48960,IL,Cumberland County
MHICILBNJ34011A052NCEN,34011,50002,NJ,Cumberland County
MHICILBNC37051A052NCEN,37051,44826,NC,Cumberland County
MHICILBKY21057A052NCEN,21057,31239,KY,Cumberland County
MHICILBME23005A052NCEN,23005,72072,ME,Cumberland County
MHICILBPA42041A052NCEN,42041,72849,PA,Cumberland County
MHICILBNE31039A052NCEN,31039,53583,NE,Cuming County
MHICILBNC37053A052NCEN,37053,63142,NC,Currituck County
MHICILBNM35009A052NCEN,35009,40948,NM,Curry County
MHICILBOR41015A052NCEN,41015,46747,OR,Curry County
MHICILBNE31041A052NCEN,31041,45328,NE,Custer County
MHICILBID16037A052NCEN,16037,43769,ID,Custer County
MHICILBMT30017A052NCEN,30017,44285,MT,Custer County
MHICILBOK40039A052NCEN,40039,47002,OK,Custer County
MHICILBCO08027A052NCEN,8027,51639,CO,Custer County
MHICILBSD46033A052NCEN,46033,56324,SD,Custer County
MHICILBOH39035A052NCEN,39035,51465,OH,Cuyahoga County
MHICILBMO29057A052NCEN,29057,37946,MO,Dade County
MHICILBGA13083A052NCEN,13083,41421,GA,Dade County
MHICILBUT49009A052NCEN,49009,55597,UT,Daggett County
MHICILBNE31043A052NCEN,31043,54734,NE,Dakota County
MHICILBMN27037A052NCEN,27037,85785,MN,Dakota County
MHICILBAL01045A052NCEN,1045,41156,AL,Dale County
MHICILBTX48111A052NCEN,48111,50190,TX,Dallam County
MHICILBIA19049A052NCEN,19049,90131,IA,Dallas County
MHICILBTX48113A052NCEN,48113,60926,TX,Dallas County
MHICILBAL01047A052NCEN,1047,30327,AL,Dallas County
MHICILBAR05039A052NCEN,5039,36749,AR,Dallas County
MHICILBMO29059A052NCEN,29059,37637,MO,Dallas County
MHICILBWI55025A052NCEN,55025,74691,WI,Dane County
MHICILBMT30019A052NCEN,30019,43864,MT,Daniels County
MHICILBVA51590A052NCEN,51590,32460,VA,Danville City
MHICILBNC37055A052NCEN,37055,57002,NC,Dare County
MHICILBOH39037A052NCEN,39037,53541,OH,Darke County
MHICILBSC45031A052NCEN,45031,40349,SC,Darlington County
MHICILBPA42043A052NCEN,42043,58017,PA,Dauphin County
MHICILBTN47037A052NCEN,47037,61547,TN,Davidson County
MHICILBNC37057A052NCEN,37057,49460,NC,Davidson County
MHICILBNC37059A052NCEN,37059,57637,NC,Davie County
MHICILBKY21059A052NCEN,21059,48667,KY,Daviess County
MHICILBIN18027A052NCEN,18027,51223,IN,Daviess County
MHICILBMO29061A052NCEN,29061,42996,MO,Daviess County
MHICILBIA19051A052NCEN,19051,50889,IA,Davis County
MHICILBUT49011A052NCEN,49011,83240,UT,Davis County
MHICILBSD46035A052NCEN,46035,50803,SD,Davison County
MHICILBNE31045A052NCEN,31045,44286,NE,Dawes County
MHICILBGA13085A052NCEN,13085,61568,GA,Dawson County
MHICILBTX48115A052NCEN,48115,42928,TX,Dawson County
MHICILBNE31047A052NCEN,31047,51215,NE,Dawson County
MHICILBMT30021A052NCEN,30021,50285,MT,Dawson County
MHICILBSD46037A052NCEN,46037,45327,SD,Day County
MHICILBNM35011A052NCEN,35011,31210,NM,De Baca County
MHICILBLA22031A052NCEN,22031,42008,LA,De Soto Parish
MHICILBIL17039A052NCEN,17039,52965,IL,De Witt County
MHICILBAL01049A052NCEN,1049,40315,AL,DeKalb County
MHICILBIN18033A052NCEN,18033,54194,IN,DeKalb County
MHICILBTN47041A052NCEN,47041,41011,TN,DeKalb County
MHICILBIL17037A052NCEN,17037,60825,IL,DeKalb County
MHICILBMO29063A052NCEN,29063,48544,MO,DeKalb County
MHICILBGA13089A052NCEN,13089,60666,GA,DeKalb County
MHICILBMS28033A052NCEN,28033,62775,MS,DeSoto County
MHICILBFL12027A052NCEN,12027,37525,FL,DeSoto County
MHICILBTX48123A052NCEN,48123,46532,TX,DeWitt County
MHICILBTX48117A052NCEN,48117,41710,TX,Deaf Smith County
MHICILBIN18029A052NCEN,18029,64719,IN,Dearborn County
MHICILBIN18031A052NCEN,18031,55186,IN,Decatur County
MHICILBKS20039A052NCEN,20039,41443,KS,Decatur County
MHICILBGA13087A052NCEN,13087,36400,GA,Decatur County
MHICILBTN47039A052NCEN,47039,39993,TN,Decatur County
MHICILBIA19053A052NCEN,19053,40187,IA,Decatur County
MHICILBMT30023A052NCEN,30023,38469,MT,Deer Lodge County
MHICILBOH39039A052NCEN,39039,55774,OH,Defiance County
MHICILBCA06015A052NCEN,6015,43919,CA,Del Norte County
MHICILBNY36025A052NCEN,36025,46551,NY,Delaware County
MHICILBPA42045A052NCEN,42045,73029,PA,Delaware County
MHICILBIN18035A052NCEN,18035,42411,IN,Delaware County
MHICILBIA19055A052NCEN,19055,67131,IA,Delaware County
MHICILBOK40041A052NCEN,40041,41752,OK,Delaware County
MHICILBOH39041A052NCEN,39041,103801,OH,Delaware County
MHICILBTX48119A052NCEN,48119,46626,TX,Delta County
MHICILBMI26041A052NCEN,26041,44791,MI,Delta County
MHICILBCO08029A052NCEN,8029,46129,CO,Delta County
MHICILBAK02068A052NCEN,2068,68810,AK,Denali Borough
MHICILBMO29065A052NCEN,29065,42544,MO,Dent County
MHICILBTX48121A052NCEN,48121,87926,TX,Denton County
MHICILBCO08031A052NCEN,8031,73748,CO,Denver County
MHICILBIA19057A052NCEN,19057,48672,IA,Des Moines County
MHICILBOR41017A052NCEN,41017,66904,OR,Deschutes County
MHICILBAR05041A052NCEN,5041,32574,AR,Desha County
MHICILBNE31049A052NCEN,31049,43287,NE,Deuel County
MHICILBSD46039A052NCEN,46039,60108,SD,Deuel County
MHICILBSD46041A052NCEN,46041,45051,SD,Dewey County
MHICILBOK40043A052NCEN,40043,50939,OK,Dewey County
MHICILBTX48125A052NCEN,48125,37162,TX,Dickens County
MHICILBVA51051A052NCEN,51051,32816,VA,Dickenson County
MHICILBND38021A052NCEN,38021,50848,ND,Dickey County
MHICILBKS20041A052NCEN,20041,54783,KS,Dickinson County
MHICILBMI26043A052NCEN,26043,49630,MI,Dickinson County
MHICILBIA19059A052NCEN,19059,59148,IA,Dickinson County
MHICILBTN47043A052NCEN,47043,55703,TN,Dickson County
MHICILBAK02070A052NCEN,2070,50984,AK,Dillingham CA
MHICILBSC45033A052NCEN,45033,31575,SC,Dillon County
MHICILBTX48127A052NCEN,48127,35349,TX,Dimmit County
MHICILBVA51053A052NCEN,51053,52334,VA,Dinwiddie County
MHICILBDC11001A052NCEN,11001,88226,DC,District of Columbia
MHICILBND38023A052NCEN,38023,54121,ND,Divide County
MHICILBFL12029A052NCEN,12029,35243,FL,Dixie County
MHICILBNE31051A052NCEN,31051,50704,NE,Dixon County
MHICILBWV54017A052NCEN,54017,45476,WV,Doddridge County
MHICILBWI55027A052NCEN,55027,59486,WI,Dodge County
MHICILBGA13091A052NCEN,13091,36813,GA,Dodge County
MHICILBNE31053A052NCEN,31053,55739,NE,Dodge County
MHICILBMN27039A052NCEN,27039,82079,MN,Dodge County
MHICILBCO08033A052NCEN,8033,44214,CO,Dolores County
MHICILBKS20043A052NCEN,20043,46524,KS,Doniphan County
MHICILBTX48129A052NCEN,48129,36171,TX,Donley County
MHICILBGA13093A052NCEN,13093,32711,GA,Dooly County
MHICILBWI55029A052NCEN,55029,59565,WI,Door County
MHICILBSC45035A052NCEN,45035,63117,SC,Dorchester County
MHICILBMD24019A052NCEN,24019,44144,MD,Dorchester County
MHICILBGA13095A052NCEN,13095,33455,GA,Dougherty County
MHICILBGA13097A052NCEN,13097,57627,GA,Douglas County
MHICILBOR41019A052NCEN,41019,45891,OR,Douglas County
MHICILBNE31055A052NCEN,31055,65076,NE,Douglas County
MHICILBKS20045A052NCEN,20045,57239,KS,Douglas County
MHICILBSD46043A052NCEN,46043,49608,SD,Douglas County
MHICILBMN27041A052NCEN,27041,63921,MN,Douglas County
MHICILBCO08035A052NCEN,8035,119869,CO,Douglas County
MHICILBNV32005A052NCEN,32005,71563,NV,Douglas County
MHICILBWA53017A052NCEN,53017,57691,WA,Douglas County
MHICILBWI55031A052NCEN,55031,52708,WI,Douglas County
MHICILBIL17041A052NCEN,17041,59458,IL,Douglas County
MHICILBMO29067A052NCEN,29067,35469,MO,Douglas County
MHICILBNM35013A052NCEN,35013,40656,NM,Dona Ana County
MHICILBAR05043A052NCEN,5043,39045,AR,Drew County
MHICILBIL17043A052NCEN,17043,94453,IL,DuPage County
MHICILBIN18037A052NCEN,18037,58304,IN,Dubois County
MHICILBIA19061A052NCEN,19061,59312,IA,Dubuque County
MHICILBUT49013A052NCEN,49013,53450,UT,Duchesne County
MHICILBMA25007A052NCEN,25007,67731,MA,Dukes County
MHICILBNE31057A052NCEN,31057,40000,NE,Dundy County
MHICILBMO29069A052NCEN,29069,35924,MO,Dunklin County
MHICILBWI55033A052NCEN,55033,56333,WI,Dunn County
MHICILBND38025A052NCEN,38025,67204,ND,Dunn County
MHICILBNC37061A052NCEN,37061,40219,NC,Duplin County
MHICILBNC37063A052NCEN,37063,62164,NC,Durham County
MHICILBNY36027A052NCEN,36027,80402,NY,Dutchess County
MHICILBTX48131A052NCEN,48131,32681,TX,Duval County
MHICILBFL12031A052NCEN,12031,56094,FL,Duval County
MHICILBTN47045A052NCEN,47045,44223,TN,Dyer County
MHICILBCO08037A052NCEN,8037,79887,CO,Eagle County
MHICILBGA13099A052NCEN,13099,37330,GA,Early County
MHICILBLA22033A052NCEN,22033,53569,LA,East Baton Rouge Parish
MHICILBLA22035A052NCEN,22035,26274,LA,East Carroll Parish
MHICILBLA22037A052NCEN,22037,44424,LA,East Feliciana Parish
MHICILBTX48133A052NCEN,48133,41347,TX,Eastland County
MHICILBMI26045A052NCEN,26045,62111,MI,Eaton County
MHICILBWI55035A052NCEN,55035,61626,WI,Eau Claire County
MHICILBGA13101A052NCEN,13101,35482,GA,Echols County
MHICILBTX48135A052NCEN,48135,60893,TX,Ector County
MHICILBND38027A052NCEN,38027,48253,ND,Eddy County
MHICILBNM35015A052NCEN,35015,57182,NM,Eddy County
MHICILBIL17045A052NCEN,17045,46501,IL,Edgar County
MHICILBNC37065A052NCEN,37065,37134,NC,Edgecombe County
MHICILBSC45037A052NCEN,45037,46594,SC,Edgefield County
MHICILBKY21061A052NCEN,21061,43602,KY,Edmonson County
MHICILBSD46045A052NCEN,46045,53657,SD,Edmunds County
MHICILBKS20047A052NCEN,20047,43477,KS,Edwards County
MHICILBTX48137A052NCEN,48137,35516,TX,Edwards County
MHICILBIL17047A052NCEN,17047,49035,IL,Edwards County
MHICILBIL17049A052NCEN,17049,54739,IL,Effingham County
MHICILBGA13103A052NCEN,13103,65079,GA,Effingham County
MHICILBCA06017A052NCEN,6017,81001,CA,El Dorado County
MHICILBCO08041A052NCEN,8041,70899,CO,El Paso County
MHICILBTX48141A052NCEN,48141,46599,TX,El Paso County
MHICILBGA13105A052NCEN,13105,36279,GA,Elbert County
MHICILBCO08039A052NCEN,8039,92370,CO,Elbert County
MHICILBKS20049A052NCEN,20049,37027,KS,Elk County
MHICILBPA42047A052NCEN,42047,50731,PA,Elk County
MHICILBIN18039A052NCEN,18039,52808,IN,Elkhart County
MHICILBNV32007A052NCEN,32007,76080,NV,Elko County
MHICILBKY21063A052NCEN,21063,30061,KY,Elliott County
MHICILBTX48139A052NCEN,48139,74169,TX,Ellis County
MHICILBOK40045A052NCEN,40045,47668,OK,Ellis County
MHICILBKS20051A052NCEN,20051,48757,KS,Ellis County
MHICILBKS20053A052NCEN,20053,50920,KS,Ellsworth County
MHICILBID16039A052NCEN,16039,42351,ID,Elmore County
MHICILBAL01051A052NCEN,1051,57594,AL,Elmore County
MHICILBGA13107A052NCEN,13107,34564,GA,Emanuel County
MHICILBUT49015A052NCEN,49015,55769,UT,Emery County
MHICILBMI26047A052NCEN,26047,54807,MI,Emmet County
MHICILBIA19063A052NCEN,19063,51216,IA,Emmet County
MHICILBND38029A052NCEN,38029,47380,ND,Emmons County
MHICILBVA51595A052NCEN,51595,33872,VA,Emporia City
MHICILBTX48143A052NCEN,48143,48091,TX,Erath County
MHICILBOH39043A052NCEN,39043,56047,OH,Erie County
MHICILBNY36029A052NCEN,36029,59480,NY,Erie County
MHICILBPA42049A052NCEN,42049,50100,PA,Erie County
MHICILBAL01053A052NCEN,1053,37826,AL,Escambia County
MHICILBFL12033A052NCEN,12033,50285,FL,Escambia County
MHICILBNV32009A052NCEN,32009,44485,NV,Esmeralda County
MHICILBNJ34013A052NCEN,34013,61993,NJ,Essex County
MHICILBMA25009A052NCEN,25009,80465,MA,Essex County
MHICILBVT50009A052NCEN,50009,40988,VT,Essex County
MHICILBVA51057A052NCEN,51057,47328,VA,Essex County
MHICILBNY36031A052NCEN,36031,50361,NY,Essex County
MHICILBKY21065A052NCEN,21065,31126,KY,Estill County
MHICILBAL01055A052NCEN,1055,39460,AL,Etowah County
MHICILBNV32011A052NCEN,32011,62688,NV,Eureka County
MHICILBLA22039A052NCEN,22039,31034,LA,Evangeline Parish
MHICILBGA13109A052NCEN,13109,37071,GA,Evans County
MHICILBAK02090A052NCEN,2090,67826,AK,Fairbanks North Star Borough
MHICILBVA51600A052NCEN,51600,95645,VA,Fairfax City
